imgnum,xmin,ymin,xmax,ymax,hasHead
00080618.png,235,394,123,310,1
00080619.png,167,434,26,305,1
00080620.png,167,432,24,304,1
00080621.png,201,396,64,278,1
00080622.png,238,431,67,281,1
00080623.png,216,435,45,277,1
00080624.png,205,425,44,277,1
00080625.png,219,458,47,280,1
00080626.png,188,406,47,276,1
00080627.png,234,449,63,287,1
00080628.png,186,353,121,319,1
00080629.png,179,397,59,289,1
00080630.png,188,421,39,281,1
00080631.png,231,398,110,301,1
00080632.png,163,409,53,280,1
00080633.png,231,426,65,279,1
00080634.png,211,409,66,275,1
00080635.png,164,344,119,324,1
00080636.png,179,397,60,289,1
00080637.png,227,401,97,292,1
00080638.png,262,419,127,314,1
00080639.png,213,402,71,276,1
00080640.png,170,432,28,298,1
00080641.png,217,411,72,278,1
00080642.png,238,426,70,279,1
00080643.png,184,399,61,287,1
00080644.png,169,347,115,321,1
00080645.png,170,431,25,299,1
00080646.png,208,426,44,277,1
00080647.png,235,394,124,312,1
00080648.png,188,421,39,281,1
00080649.png,232,439,62,282,1
00080650.png,187,395,63,282,1
00080651.png,238,444,65,285,1
00080652.png,223,402,77,273,1
00080653.png,220,398,93,289,1
00080654.png,263,419,130,314,1
00080655.png,181,398,60,287,1
00080656.png,196,399,64,281,1
00080657.png,215,410,68,277,1
00080658.png,232,437,63,284,1
00080659.png,203,385,85,287,1
00080660.png,240,388,152,317,1
00080661.png,235,452,63,287,1
00080662.png,200,416,48,276,1
00080663.png,236,423,71,278,1
00080664.png,260,416,128,314,1
00080665.png,226,395,105,298,1
00080666.png,237,444,66,285,1
00080667.png,219,453,48,278,1
00080668.png,192,419,44,279,1
00080669.png,175,403,49,276,1
00080670.png,199,398,65,279,1
00080671.png,262,419,127,314,1
00080672.png,180,396,61,287,1
00080673.png,180,426,31,287,1
00080674.png,218,443,46,276,1
00080675.png,233,396,119,307,1
00080676.png,185,396,62,284,1
00080677.png,259,419,122,309,1
00080678.png,179,398,59,288,1
00080679.png,237,443,67,282,1
00080680.png,170,432,27,300,1
00080681.png,199,398,64,276,1
00080682.png,210,411,63,276,1
00080683.png,198,377,91,290,1
00080684.png,212,399,77,282,1
00080685.png,180,396,61,288,1
00080686.png,179,397,59,289,1
00080687.png,217,411,72,278,1
00080688.png,234,448,62,286,1
00080689.png,216,418,63,277,1
00080690.png,218,453,46,278,1
00080691.png,217,413,69,278,1
00080692.png,223,437,56,275,1
00080693.png,249,402,126,311,1
00080694.png,220,415,65,276,1
00080695.png,175,429,26,294,1
00080696.png,218,446,45,278,1
00080697.png,225,403,91,289,1
00080698.png,261,415,128,314,1
00080699.png,238,447,65,286,1
00080700.png,217,411,71,278,1
00080701.png,199,420,44,277,1
00080702.png,240,389,147,316,1
00080703.png,204,413,57,275,1
00080704.png,231,424,64,279,1
00080705.png,202,423,44,276,1
00080706.png,234,450,63,287,1
00080707.png,167,434,25,305,1
00080708.png,180,350,121,321,1
00080709.png,241,388,149,316,1
00080710.png,160,345,122,329,1
00080711.png,189,417,40,279,1
00080712.png,237,388,141,316,1
00080713.png,203,385,85,287,1
00080714.png,235,452,63,287,1
00080715.png,219,445,47,278,1
00080716.png,222,413,73,279,1
00080717.png,216,400,80,282,1
00080718.png,220,447,52,276,1
00080719.png,208,406,64,277,1
00080720.png,173,431,27,297,1
00080721.png,231,391,123,310,1
00080722.png,180,396,61,287,1
00080723.png,210,372,121,313,1
00080724.png,221,442,53,275,1
00080725.png,218,458,47,278,1
00080726.png,239,388,146,316,1
00080727.png,204,397,68,278,1
00080728.png,240,396,125,311,1
00080729.png,229,394,110,302,1
00080730.png,167,434,26,305,1
00080731.png,186,363,102,304,1
00080732.png,184,399,61,287,1
00080733.png,238,426,70,279,1
00080734.png,179,397,59,289,1
00080735.png,217,411,72,278,1
00080736.png,210,397,78,281,1
00080737.png,161,409,52,281,1
00080738.png,218,378,123,313,1
00080739.png,161,344,122,330,1
00080740.png,207,411,61,274,1
00080741.png,193,413,46,277,1
00080742.png,240,387,150,317,1
00080743.png,218,379,122,312,1
00080744.png,219,457,47,279,1
00080745.png,233,392,122,309,1
00080746.png,213,402,71,276,1
00080747.png,215,403,72,276,1
00080748.png,175,352,109,311,1
00080749.png,171,349,113,319,1
00080750.png,216,418,63,277,1
00080751.png,201,381,87,288,1
00080752.png,195,373,94,294,1
00080753.png,217,413,69,278,1
00080754.png,232,437,63,284,1
00080755.png,164,406,51,280,1
00080756.png,230,420,71,279,1
00080757.png,234,449,63,287,1
00080758.png,261,415,128,314,1
00080759.png,200,421,44,278,1
00080760.png,165,405,51,279,1
00080761.png,170,433,23,302,1
00080762.png,219,452,45,279,1
00080763.png,170,347,122,325,1
00080764.png,258,413,129,314,1
00080765.png,183,399,60,285,1
00080766.png,217,412,72,278,1
00080767.png,200,407,55,274,1
00080768.png,166,346,122,327,1
00080769.png,166,345,121,326,1
00080770.png,211,428,46,276,1
00080771.png,217,412,72,278,1
00080772.png,197,398,66,280,1
00080773.png,236,390,134,313,1
00080774.png,180,350,121,321,1
00080775.png,238,431,67,281,1
00080776.png,218,412,71,277,1
00080777.png,167,432,24,304,1
00080778.png,195,397,64,279,1
00080779.png,238,426,70,279,1
00080780.png,167,432,24,304,1
00080781.png,207,411,61,274,1
00080782.png,219,411,74,279,1
00080783.png,214,431,45,276,1
00080784.png,218,410,72,277,1
00080785.png,231,428,63,281,1
00080786.png,237,451,63,287,1
00080787.png,203,399,65,276,1
00080788.png,239,428,69,279,1
00080789.png,226,402,95,290,1
00080790.png,198,363,121,316,1
00080791.png,234,447,63,285,1
00080792.png,241,388,151,316,1
00080793.png,218,445,45,277,1
00080794.png,166,405,51,279,1
00080795.png,191,409,47,275,1
00080796.png,183,397,62,285,1
00080797.png,242,388,153,318,1
00080798.png,238,390,141,315,1
00080799.png,215,403,72,276,1
00080800.png,191,357,122,317,1
00080801.png,193,369,94,296,1
00080802.png,231,391,123,310,1
00080803.png,164,406,51,280,1
00080804.png,236,390,138,315,1
00080805.png,180,397,61,287,1
00080806.png,178,425,29,287,1
00080807.png,172,431,26,297,1
00080808.png,240,388,148,316,1
00080809.png,219,450,46,279,1
00080810.png,194,396,64,280,1
00080811.png,234,450,63,287,1
00080812.png,199,411,52,274,1
00080813.png,191,396,63,281,1
00080814.png,234,391,126,311,1
00080815.png,212,399,77,282,1
00080816.png,208,407,64,277,1
00080817.png,221,420,63,275,1
00080818.png,220,409,78,282,1
00080819.png,228,387,123,312,1
00080820.png,165,435,25,306,1
00080821.png,219,452,47,279,1
00080822.png,180,350,121,321,1
00080823.png,209,402,72,278,1
00080824.png,165,433,22,304,1
00080825.png,200,416,48,276,1
00080826.png,218,457,48,280,1
00080827.png,256,411,128,314,1
00080828.png,209,404,68,276,1
00080829.png,219,455,47,280,1
00080830.png,193,414,44,277,1
00080831.png,219,380,122,311,1
00080832.png,181,358,106,308,1
00080833.png,236,389,136,314,1
00080834.png,222,414,86,283,1
00080835.png,218,457,46,279,1
00080836.png,212,400,72,276,1
00080837.png,206,400,64,277,1
00080838.png,225,403,91,289,1
00080839.png,251,418,110,300,1
00080840.png,163,409,51,280,1
00080841.png,223,407,86,286,1
00080842.png,237,443,67,282,1
00080843.png,162,409,51,281,1
00080844.png,199,363,122,316,1
00080845.png,189,397,62,282,1
00080846.png,169,347,115,321,1
00080847.png,217,439,45,276,1
00080848.png,209,428,44,277,1
00080849.png,166,346,122,327,1
00080850.png,238,444,65,285,1
00080851.png,240,387,150,317,1
00080852.png,178,398,59,289,1
00080853.png,219,455,47,280,1
00080854.png,241,388,153,318,1
00080855.png,176,429,28,292,1
00080856.png,220,447,50,278,1
00080857.png,178,427,30,289,1
00080858.png,258,413,129,314,1
00080859.png,185,418,36,281,1
00080860.png,231,432,63,281,1
00080861.png,231,426,65,279,1
00080862.png,163,409,51,280,1
00080863.png,223,437,56,275,1
00080864.png,208,407,64,277,1
00080865.png,220,398,93,289,1
00080866.png,170,433,23,302,1
00080867.png,237,438,67,283,1
00080868.png,191,357,122,317,1
00080869.png,163,344,121,328,1
00080870.png,234,452,63,288,1
00080871.png,220,449,51,278,1
00080872.png,237,444,66,285,1
00080873.png,201,366,121,315,1
00080874.png,224,415,71,278,1
00080875.png,235,452,63,287,1
00080876.png,193,413,46,277,1
00080877.png,196,413,48,275,1
00080878.png,162,409,51,281,1
00080879.png,178,427,30,289,1
00080880.png,262,418,129,315,1
00080881.png,230,400,103,296,1
00080882.png,198,412,50,275,1
00080883.png,218,412,71,277,1
00080884.png,227,402,78,271,1
00080885.png,195,397,64,279,1
00080886.png,189,396,62,281,1
00080887.png,219,411,74,279,1
00080888.png,210,409,64,276,1
00080889.png,166,434,24,306,1
00080890.png,198,397,64,278,1
00080891.png,191,396,63,281,1
00080892.png,208,395,80,283,1
00080893.png,218,458,47,278,1
00080894.png,222,420,65,277,1
00080895.png,172,428,25,295,1
00080896.png,222,414,72,278,1
00080897.png,164,406,51,280,1
00080898.png,241,388,153,318,1
00080899.png,235,390,132,314,1
00080900.png,191,416,42,279,1
00080901.png,170,432,27,300,1
00080902.png,200,421,44,278,1
00080903.png,181,398,60,288,1
00080904.png,209,399,69,277,1
00080905.png,162,409,51,280,1
00080906.png,219,455,47,280,1
00080907.png,180,412,60,277,1
00080908.png,237,443,67,282,1
00080909.png,260,419,123,310,1
00080910.png,268,361,260,354,1
00080911.png,264,355,256,349,1
00080912.png,270,369,252,343,1
00080913.png,229,323,265,350,1
00080914.png,233,324,260,346,1
00080915.png,241,326,245,330,1
00080916.png,241,325,245,329,1
00080917.png,253,334,235,322,1
00080918.png,238,325,245,329,1
00080919.png,269,358,245,338,1
00080920.png,269,360,260,356,1
00080921.png,269,369,254,344,1
00080922.png,232,325,267,355,1
00080923.png,268,367,251,343,1
00080924.png,276,370,269,364,1
00080925.png,253,334,236,322,1
00080926.png,266,354,244,337,1
00080927.png,242,327,245,331,1
00080928.png,243,326,247,332,1
00080929.png,257,348,249,341,1
00080930.png,230,324,271,358,1
00080931.png,259,351,250,342,1
00080932.png,262,356,251,343,1
00080933.png,267,364,259,351,1
00080934.png,271,369,252,343,1
00080935.png,255,350,264,354,1
00080936.png,260,352,253,347,1
00080937.png,234,324,255,341,1
00080938.png,233,324,260,346,1
00080939.png,263,356,263,363,1
00080940.png,268,367,257,349,1
00080941.png,260,352,267,365,1
00080942.png,255,351,264,355,1
00080943.png,254,342,245,338,1
00080944.png,280,376,275,369,1
00080945.png,246,330,242,326,1
00080946.png,267,357,262,360,1
00080947.png,228,324,271,356,1
00080948.png,245,330,245,331,1
00080949.png,243,325,245,330,1
00080950.png,254,350,259,351,1
00080951.png,259,351,267,365,1
00080952.png,255,343,247,339,1
00080953.png,258,349,265,362,1
00080954.png,268,368,254,346,1
00080955.png,230,323,267,354,1
00080956.png,251,341,248,336,1
00080957.png,252,336,236,323,1
00080958.png,243,327,245,330,1
00080959.png,264,355,257,351,1
00080960.png,273,358,244,337,1
00080961.png,258,350,267,365,1
00080962.png,255,351,264,355,1
00080963.png,268,357,245,339,1
00080964.png,242,333,257,347,1
00080965.png,268,357,262,359,1
00080966.png,254,351,260,352,1
00080967.png,267,366,258,349,1
00080968.png,270,363,266,359,1
00080969.png,251,332,238,323,1
00080970.png,270,369,251,343,1
00080971.png,257,348,261,357,1
00080972.png,238,324,245,328,1
00080973.png,269,358,244,337,1
00080974.png,271,369,252,343,1
00080975.png,255,345,251,345,1
00080976.png,279,376,274,369,1
00080977.png,256,351,258,349,1
00080978.png,238,324,245,329,1
00080979.png,240,325,249,333,1
00080980.png,233,325,266,354,1
00080981.png,256,349,251,345,1
00080982.png,252,334,236,322,1
00080983.png,269,357,244,336,1
00080984.png,278,375,274,367,1
00080985.png,240,324,245,330,1
00080986.png,262,359,252,345,1
00080987.png,254,351,263,353,1
00080988.png,266,357,258,351,1
00080989.png,267,368,256,347,1
00080990.png,262,355,264,363,1
00080991.png,247,334,245,333,1
00080992.png,236,325,254,340,1
00080993.png,262,353,250,342,1
00080994.png,238,325,245,330,1
00080995.png,254,350,264,353,1
00080996.png,247,334,245,333,1
00080997.png,257,349,253,346,1
00080998.png,254,342,243,335,1
00080999.png,268,361,261,356,1
00081000.png,253,335,236,321,1
00081001.png,256,345,252,347,1
00081002.png,256,347,257,353,1
00081003.png,249,330,239,325,1
00081004.png,256,350,257,348,1
00081005.png,255,345,251,345,1
00081006.png,256,346,254,348,1
00081007.png,260,351,251,345,1
00081008.png,241,326,245,330,1
00081009.png,246,330,242,326,1
00081010.png,245,336,256,346,1
00081011.png,258,349,250,343,1
00081012.png,256,345,252,347,1
00081013.png,277,373,273,367,1
00081014.png,253,350,246,344,1
00081015.png,256,349,251,345,1
00081016.png,254,351,261,352,1
00081017.png,259,351,250,342,1
00081018.png,241,325,248,333,1
00081019.png,250,339,249,340,1
00081020.png,279,376,276,369,1
00081021.png,228,324,275,361,1
00081022.png,254,351,263,354,1
00081023.png,258,349,251,344,1
00081024.png,232,323,258,343,1
00081025.png,271,359,244,337,1
00081026.png,254,351,263,354,1
00081027.png,255,351,263,353,1
00081028.png,266,358,258,352,1
00081029.png,257,348,252,344,1
00081030.png,255,351,261,352,1
00081031.png,253,350,246,344,1
00081032.png,240,325,245,330,1
00081033.png,228,324,274,361,1
00081034.png,269,361,264,356,1
00081035.png,240,324,245,330,1
00081036.png,241,327,247,331,1
00081037.png,262,360,252,344,1
00081038.png,239,324,245,330,1
00081039.png,244,331,246,334,1
00081040.png,269,362,260,354,1
00081041.png,268,368,252,343,1
00081042.png,269,369,253,343,1
00081043.png,254,350,264,353,1
00081044.png,266,366,251,343,1
00081045.png,261,353,253,347,1
00081046.png,272,366,267,360,1
00081047.png,253,336,236,322,1
00081048.png,254,351,263,355,1
00081049.png,253,335,236,321,1
00081050.png,267,366,258,349,1
00081051.png,258,349,249,341,1
00081052.png,238,325,245,328,1
00081053.png,258,349,264,359,1
00081054.png,259,349,247,339,1
00081055.png,263,354,254,349,1
00081056.png,268,368,253,345,1
00081057.png,269,358,245,338,1
00081058.png,257,350,254,346,1
00081059.png,259,352,266,364,1
00081060.png,259,348,249,341,1
00081061.png,252,339,246,336,1
00081062.png,269,358,245,338,1
00081063.png,254,352,263,354,1
00081064.png,244,329,245,331,1
00081065.png,255,351,263,353,1
00081066.png,252,334,236,321,1
00081067.png,262,355,264,363,1
00081068.png,268,368,253,345,1
00081069.png,244,332,246,334,1
00081070.png,255,350,250,343,1
00081071.png,251,332,238,323,1
00081072.png,259,349,248,340,1
00081073.png,254,341,242,334,1
00081074.png,256,346,249,341,1
00081075.png,254,342,245,338,1
00081076.png,267,368,255,347,1
00081077.png,259,352,266,365,1
00081078.png,258,349,249,341,1
00081079.png,269,358,245,338,1
00081080.png,258,351,258,349,1
00081081.png,228,323,276,362,1
00081082.png,271,359,244,337,1
00081083.png,256,351,259,351,1
00081084.png,258,350,268,365,1
00081085.png,258,348,249,341,1
00081086.png,254,351,260,352,1
00081087.png,239,325,249,334,1
00081088.png,258,348,249,340,1
00081089.png,269,368,252,343,1
00081090.png,238,324,245,329,1
00081091.png,241,326,247,333,1
00081092.png,246,330,242,326,1
00081093.png,260,352,254,347,1
00081094.png,270,369,252,343,1
00081095.png,251,332,239,323,1
00081096.png,228,324,275,362,1
00081097.png,258,350,265,362,1
00081098.png,258,349,251,344,1
00081099.png,268,367,251,343,1
00081100.png,256,345,249,339,1
00081101.png,266,354,244,337,1
00081102.png,237,325,251,337,1
00081103.png,238,325,245,330,1
00081104.png,263,352,250,342,1
00081105.png,260,354,265,364,1
00081106.png,268,357,262,359,1
00081107.png,265,353,249,340,1
00081108.png,240,325,245,329,1
00081109.png,248,339,254,345,1
00081110.png,255,351,264,355,1
00081111.png,253,336,236,322,1
00081112.png,268,368,255,346,1
00081113.png,258,348,250,341,1
00081114.png,231,324,262,348,1
00081115.png,269,358,244,337,1
00081116.png,270,369,251,343,1
00081117.png,248,339,254,345,1
00081118.png,281,377,277,371,1
00081119.png,262,360,252,344,1
00081120.png,228,324,275,361,1
00081121.png,270,363,262,356,1
00081122.png,228,324,272,358,1
00081123.png,269,362,260,353,1
00081124.png,271,358,244,337,1
00081125.png,258,349,251,344,1
00081126.png,251,340,249,340,1
00081127.png,265,353,249,340,1
00081128.png,269,357,244,336,1
00081129.png,270,369,251,343,1
00081130.png,267,368,256,347,1
00081131.png,269,363,260,353,1
00081132.png,268,356,244,336,1
00081133.png,249,332,239,323,1
00081134.png,238,324,245,329,1
00081135.png,239,324,245,330,1
00081136.png,279,376,274,369,1
00081137.png,268,360,261,356,1
00081138.png,256,351,262,353,1
00081139.png,269,357,244,336,1
00081140.png,258,348,250,342,1
00081141.png,254,342,243,335,1
00081142.png,269,358,245,338,1
00081143.png,270,358,244,338,1
00081144.png,258,350,267,365,1
00081145.png,259,352,255,347,1
00081146.png,258,349,250,341,1
00081147.png,230,324,271,358,1
00081148.png,258,352,258,350,1
00081149.png,242,327,245,330,1
00081150.png,237,325,251,337,1
00081151.png,239,325,249,334,1
00081152.png,229,323,274,361,1
00081153.png,254,345,251,344,1
00081154.png,254,350,259,351,1
00081155.png,252,334,236,322,1
00081156.png,255,344,249,342,1
00081157.png,257,349,253,345,1
00081158.png,257,348,249,341,1
00081159.png,258,349,249,341,1
00081160.png,282,377,275,370,1
00081161.png,243,326,247,332,1
00081162.png,252,334,236,322,1
00081163.png,267,365,258,350,1
00081164.png,258,350,265,362,1
00081165.png,237,328,261,350,1
